timestamp,ch1,ch2,ch3,ch4,ch5
0,0.011969494633376598,0.041667092591524124,0.012106038630008698,0.023536913096904755,0.03196902200579643
1.0,0.012010718695819378,0.05575565993785858,0.024733271449804306,0.024640599265694618,0.045361731201410294
2.0,0.011858252808451653,0.045964211225509644,0.0324103981256485,0.029557527974247932,0.050110675394535065
3.0,0.015247821807861328,0.04726686328649521,0.036431752145290375,0.05698882415890694,0.037920091301202774
4.0,0.021072903648018837,0.04764225706458092,0.05809219554066658,0.09342586994171143,0.023183681070804596
5.0,0.029997020959854126,0.0575634203851223,0.056264303624629974,0.11133385449647903,0.01980556547641754
6.0,0.05091550201177597,0.06098002940416336,0.10214424133300781,0.13410699367523193,0.018336819484829903
7.0,0.06040630117058754,0.057708725333213806,0.10954717546701431,0.12396258860826492,0.016035785898566246
8.0,0.07599831372499466,0.050484538078308105,0.11100947856903076,0.12075363099575043,0.02117639034986496
9.0,0.10786024481058121,0.0429316945374012,0.08176328986883163,0.14243988692760468,0.03547217696905136
10.0,0.1213216632604599,0.050309885293245316,0.05745243281126022,0.13576319813728333,0.04658568277955055
