timestamp,ch1,ch2,ch3,ch4,ch5
0,0.9555200338363647,1.0442172288894653,0.9541435837745667,1.116331696510315,1.3276093006134033
1.0,0.9558357000350952,1.0442475080490112,0.9544300436973572,1.1173148155212402,1.326840877532959
2.0,0.9559600353240967,1.0452662706375122,0.9545637369155884,1.1183834075927734,1.326672077178955
3.0,0.956087589263916,1.0459630489349365,0.9551653861999512,1.1179105043411255,1.327125072479248
4.0,0.9558101892471313,1.045944094657898,0.9554455280303955,1.120066523551941,1.3285999298095703
5.0,0.9557464122772217,1.0445770025253296,0.9554009437561035,1.1209639310836792,1.3309541940689087
6.0,0.9557559490203857,1.04546320438385,0.9550221562385559,1.1220474243164062,1.332735538482666
7.0,0.9559760093688965,1.0450693368911743,0.9548375010490417,1.121801733970642,1.3327666521072388
8.0,0.9565722346305847,1.0451375246047974,0.9549552798271179,1.1219171285629272,1.3311185836791992
9.0,0.9566200375556946,1.0434749126434326,0.9550221562385559,1.1209229230880737,1.328999638557434
10.0,0.9566072821617126,1.0423614978790283,0.9556747078895569,1.1195452213287354,1.3274760246276855
