timestamp,ch1,ch2,ch3,ch4,ch5
0,0.00261284620501101,0.03199341148138046,0.0017834240570664406,0.005482061766088009,0.0016592848114669323
1.0,0.002474777167662978,0.03118898719549179,0.0018748183501884341,0.00559117179363966,0.001708243042230606
2.0,0.0026684668846428394,0.03545675426721573,0.00676317885518074,0.010334644466638565,0.0015395358204841614
3.0,0.003029017709195614,0.033946480602025986,0.027279967442154884,0.021288974210619926,0.014915701001882553
4.0,0.016146255657076836,0.14906136691570282,0.0472780279815197,0.043060559779405594,0.03984599560499191
5.0,0.023438403382897377,0.2093304693698883,0.05443641543388367,0.05196839198470116,0.07169591635465622
6.0,0.03590455651283264,0.2344663292169571,0.04712488129734993,0.07644952833652496,0.07870221883058548
7.0,0.06796018034219742,0.16984473168849945,0.027109531685709953,0.10041308403015137,0.10357295721769333
8.0,0.08616701513528824,0.0730774775147438,0.018518468365073204,0.10714152455329895,0.08389177918434143
9.0,0.10282431542873383,0.03317141532897949,0.013370739296078682,0.10491596907377243,0.07316993921995163
10.0,0.08510172367095947,0.028545638546347618,0.007978473789989948,0.05072622746229172,0.04565548151731491
