timestamp,ch1,ch2,ch3,ch4,ch5
0,0.9555838108062744,1.0433650016784668,0.9623021483421326,1.114436388015747,1.3278580904006958
1.0,0.9556348323822021,1.0432438850402832,0.9677677154541016,1.1149466037750244,1.3280935287475586
2.0,0.955660343170166,1.0431718826293945,0.970963716506958,1.1151885986328125,1.3284754753112793
3.0,0.9556922316551208,1.043906569480896,0.9706166982650757,1.1154268980026245,1.32861328125
4.0,0.9557368159294128,1.0437588691711426,0.9655999541282654,1.1167227029800415,1.3284088373184204
5.0,0.9557495713233948,1.0443875789642334,0.9630501866340637,1.117824912071228,1.3283644914627075
6.0,0.9557336568832397,1.0444141626358032,0.9678091406822205,1.1183648109436035,1.327689290046692
7.0,0.9556220769882202,1.044792890548706,0.9705817103385925,1.1175531148910522,1.3294705152511597
8.0,0.9555774331092834,1.0448988676071167,0.9745957255363464,1.1169015169143677,1.3315805196762085
9.0,0.9556507468223572,1.044224739074707,0.9742233157157898,1.1165626049041748,1.3326555490493774
10.0,0.9558038115501404,1.0437967777252197,0.9733256697654724,1.116402506828308,1.3322291374206543
