timestamp,ch1,ch2,ch3,ch4,ch5
0,0.016119420528411865,0.026225866749882698,0.07107017189264297,0.003837023628875613,0.022759592160582542
1.0,0.019385311752557755,0.03344317153096199,0.05717824399471283,0.0039461334235966206,0.03346489369869232
2.0,0.015373456291854382,0.030983170494437218,0.07289806753396988,0.0185178704559803,0.04648776724934578
3.0,0.031159160658717155,0.036705780774354935,0.07646244019269943,0.027241049334406853,0.04340340569615364
4.0,0.042974233627319336,0.035823456943035126,0.10963856428861618,0.039328448474407196,0.03292635828256607
5.0,0.09217139333486557,0.03167852759361267,0.10433769971132278,0.04032302647829056,0.027345124632120132
6.0,0.15240882337093353,0.03232206031680107,0.11841241270303726,0.040012482553720474,0.02631700038909912
7.0,0.1709061712026596,0.026561405509710312,0.10899881273508072,0.03276648372411728,0.032730523496866226
8.0,0.1566699594259262,0.028485126793384552,0.08788671344518661,0.029655450955033302,0.03836071491241455
9.0,0.08742599934339523,0.03641336411237717,0.061199579387903214,0.015939801931381226,0.03596176207065582
10.0,0.04326477274298668,0.027649547904729843,0.02939439006149769,0.010011512786149979,0.030086781829595566
