timestamp,ch1,ch2,ch3,ch4,ch5
0,0.0041931187734007835,0.04738970100879669,0.054056018590927124,0.011954502202570438,0.04129819944500923
1.0,0.004345583263784647,0.052629660815000534,0.08587606251239777,0.01247207261621952,0.05378253012895584
2.0,0.005522117484360933,0.045818910002708435,0.09419293701648712,0.02795306034386158,0.04873984679579735
3.0,0.007957632653415203,0.03363848105072975,0.11174063384532928,0.0382009819149971,0.04448048770427704
4.0,0.009313460439443588,0.03140169009566307,0.11795544624328613,0.04213453084230423,0.033415939658880234
5.0,0.015179766342043877,0.028720293194055557,0.10187004506587982,0.028315363451838493,0.03067428059875965
6.0,0.014114472083747387,0.03957560285925865,0.15277667343616486,0.01469762809574604,0.03170240297913551
7.0,0.012550563551485538,0.03494802117347717,0.16027100384235382,0.006129726301878691,0.03326905891299248
8.0,0.010710511356592178,0.04122248664498329,0.16027100384235382,0.006526997312903404,0.03150656819343567
9.0,0.010904202237725258,0.04726686328649521,0.10872460901737213,0.01843114010989666,0.027589919045567513
10.0,0.011831425130367279,0.050576213747262955,0.1658460646867752,0.02383626438677311,0.014762875624001026
