timestamp,ch1,ch2,ch3,ch4,ch5
0,0.9557750821113586,1.0498980283737183,0.9546974301338196,1.1155163049697876,1.326649785041809
1.0,0.9559058547019958,1.0499472618103027,0.9565628170967102,1.1158291101455688,1.3307676315307617
2.0,0.9558930993080139,1.0457396507263184,0.9583931565284729,1.1157360076904297,1.3327044248580933
3.0,0.9558229446411133,1.0469704866409302,0.9589470624923706,1.1157619953155518,1.3335751295089722
4.0,0.9557687044143677,1.0466296672821045,0.9589088559150696,1.115356206893921,1.3309764862060547
5.0,0.9557814598083496,1.0480384826660156,0.9575018882751465,1.1156800985336304,1.3285776376724243
6.0,0.9560301899909973,1.0500078201293945,0.9570403099060059,1.1162796020507812,1.3281424045562744
7.0,0.9563203454017639,1.0538102388381958,0.9569702744483948,1.1162424087524414,1.3282045125961304
8.0,0.9568337202072144,1.0569194555282593,0.9566519260406494,1.1157768964767456,1.3283467292785645
9.0,0.9572386145591736,1.0576238632202148,0.9563145041465759,1.116287112236023,1.3276625871658325
10.0,0.9570537209510803,1.0516817569732666,0.9567919969558716,1.117568016052246,1.3269518613815308
