timestamp,ch1,ch2,ch3,ch4,ch5
0,0.0033751719165593386,0.030422616750001907,0.001904459553770721,0.005539414472877979,0.018336821347475052
1.0,0.003416396677494049,0.02643168345093727,0.0019513916922733188,0.005746443290263414,0.013462832197546959
2.0,0.0032783274073153734,0.030422616750001907,0.0022107542026787996,0.00656896224245429,0.009350345470011234
3.0,0.003360775765031576,0.028936615213751793,0.01055727805942297,0.006879505235701799,0.006162773352116346
4.0,0.015812531113624573,0.04844848811626434,0.039588555693626404,0.01921449415385723,0.00461794575676322
5.0,0.04261171817779541,0.09866669774055481,0.06938061863183975,0.04792153462767601,0.006201146636158228
6.0,0.07141781598329544,0.1447088122367859,0.10817625373601913,0.09438128024339676,0.016950109973549843
7.0,0.11415515840053558,0.16212230920791626,0.152685284614563,0.12401434034109116,0.022411596029996872
8.0,0.13468623161315918,0.1403493732213974,0.15332503616809845,0.11485332995653152,0.030989864841103554
9.0,0.12354906648397446,0.074594646692276,0.14491675794124603,0.08286742120981216,0.024064926430583
10.0,0.10146848857402802,0.06192467734217644,0.08075795322656631,0.04228980839252472,0.017651408910751343
