timestamp,ch1,ch2,ch3,ch4,ch5
0,0.9565339684486389,1.0437854528427124,0.9574922919273376,1.1172924041748047,1.327689290046692
1.0,0.9567444324493408,1.044141411781311,0.9565405249595642,1.1190611124038696,1.3274672031402588
2.0,0.9568432569503784,1.0456942319869995,0.9563145041465759,1.1240135431289673,1.3272405862808228
3.0,0.9567954540252686,1.0459896326065063,0.9567983746528625,1.1258604526519775,1.326734185218811
4.0,0.957168459892273,1.0447852611541748,0.9586892127990723,1.1256072521209717,1.3264498710632324
5.0,0.9572258591651917,1.0455313920974731,0.9599019885063171,1.1216974258422852,1.3264809846878052
6.0,0.957168459892273,1.0438687801361084,0.9589852690696716,1.1193069219589233,1.3270984888076782
7.0,0.9572960138320923,1.0438801050186157,0.9581894278526306,1.1180930137634277,1.3276759386062622
8.0,0.9577902555465698,1.0448496341705322,0.9579984545707703,1.1183313131332397,1.327911376953125
9.0,0.9584981203079224,1.0442285537719727,0.9588929414749146,1.1183425188064575,1.3276981115341187
10.0,0.9585012793540955,1.043971061706543,0.9596505165100098,1.1201484203338623,1.3278491497039795
