timestamp,ch1,ch2,ch3,ch4,ch5
0,0.012148787267506123,0.061371006071567535,0.002803581999614835,0.008837883360683918,0.02031698077917099
1.0,0.015690818428993225,0.05391672998666763,0.0029394382145255804,0.012627345509827137,0.022694097831845284
2.0,0.01652119867503643,0.06212180107831955,0.005268758162856102,0.01277702022343874,0.020246189087629318
3.0,0.018983542919158936,0.05745617300271988,0.010507876053452492,0.012104177847504616,0.018336821347475052
4.0,0.03215444087982178,0.07601142674684525,0.04135221987962723,0.029856884852051735,0.0235263854265213
5.0,0.05128848925232887,0.10470237582921982,0.062190111726522446,0.04207158088684082,0.021323269233107567
6.0,0.10050003975629807,0.11096126586198807,0.08203748613595963,0.050363920629024506,0.024015970528125763
7.0,0.11861000955104828,0.12082880735397339,0.0696992576122284,0.055022064596414566,0.02049098163843155
8.0,0.1329430192708969,0.08913470059633255,0.04383469000458717,0.06734026223421097,0.03096802718937397
9.0,0.10621387511491776,0.06806761771440506,0.04036170616745949,0.07303355634212494,0.041347160935401917
10.0,0.07444879412651062,0.04384337365627289,0.04977531358599663,0.06806487590074539,0.046536725014448166
