timestamp,ch1,ch2,ch3,ch4,ch5
0,0.955660343170166,1.0426833629608154,0.9541499018669128,1.1142911911010742,1.3264410495758057
1.0,0.9557368159294128,1.0428197383880615,0.9544746279716492,1.1147193908691406,1.32801353931427
2.0,0.956100344657898,1.0436111688613892,0.9562603831291199,1.1186925172805786,1.3314828872680664
3.0,0.9563267230987549,1.0435619354248047,0.9576323628425598,1.120654821395874,1.334863305091858
4.0,0.9564478993415833,1.0431870222091675,0.9583135843276978,1.1213549375534058,1.3366312980651855
5.0,0.956272542476654,1.0431113243103027,0.9571866989135742,1.1188750267028809,1.3362270593643188
6.0,0.955902636051178,1.0429408550262451,0.955649197101593,1.1166408061981201,1.333006501197815
7.0,0.9557464122772217,1.0429636240005493,0.9547356367111206,1.1154381036758423,1.3295105695724487
8.0,0.9556156992912292,1.0422894954681396,0.954363226890564,1.1148386001586914,1.3276448249816895
9.0,0.9555136561393738,1.0426416397094727,0.9543473124504089,1.1145778894424438,1.3272850513458252
10.0,0.9555264115333557,1.0429143905639648,0.9543886780738831,1.1144810914993286,1.3272894620895386
